,Start of Path,End of Path,Number of Cars on Path
138025,VW,19527,0.0
138026,VW,16232,0.0
138027,VW,12950,0.0
138028,VW,13501,0.0
138029,VW,9016,0.0
138030,VW,18050,0.0
138031,VW,17297,0.0
138032,VW,16451,0.0
138033,VW,19119,0.0
138034,VW,21136,0.0
138035,VW,15502,0.0
138036,VW,12906,0.0
138037,VW,18382,0.0
138038,VW,18839,0.0
138039,VW,19827,0.0
138040,VW,16507,0.0
138041,VW,21305,0.0
138042,VW,18691,0.0
138043,VW,21685,0.0
138044,VW,20859,0.0
138045,VW,12630,0.0
138046,VW,19781,0.0
138047,VW,8524,0.0
138048,VW,20749,0.0
138049,VW,19644,0.0
138050,VW,12627,0.0
138051,VW,12707,0.0
138052,VW,16089,0.0
138053,VW,12004,0.0
138054,VW,13573,0.0
138055,VW,13386,0.0
138056,VW,8921,0.0
138057,VW,7538,0.0
138058,VW,19203,0.0
138059,VW,13376,0.0
138060,VW,6283,0.0
138061,VW,16532,0.0
138062,VW,16693,0.0
138063,VW,15794,0.0
138064,VW,12866,0.0
138065,VW,13576,0.0
138066,VW,18696,0.0
138067,VW,9323,0.0
138068,VW,19031,0.0
138069,VW,16537,0.0
138070,VW,12960,0.0
138071,VW,14353,0.0
138072,VW,12607,0.0
138073,VW,18855,0.0
138074,VW,18264,0.0
138075,VW,14335,0.0
138076,VW,12071,0.0
138077,VW,16856,0.0
138078,VW,16169,0.0
138079,VW,12925,0.0
138080,VW,18055,0.0
138081,VW,16252,0.0
138082,VW,12746,0.0
138083,VW,8523,0.0
138084,VW,12687,0.0
138085,VW,20860,0.0
138086,VW,18555,0.0
138087,VW,15880,0.0
138088,VW,19818,0.0
138089,VW,14068,0.0
138090,VW,16108,0.0
138091,VW,19242,0.0
138092,VW,17610,0.0
138093,VW,8502,0.0
138094,VW,19428,0.0
138095,VW,19120,0.0
138096,VW,9203,0.0
138097,VW,21684,0.0
138098,VW,13212,0.0
138099,VW,18831,0.0
138100,VW,15935,0.0
138101,VW,12622,0.0
138102,VW,8535,0.0
138103,VW,9062,0.0
138104,VW,16541,0.0
138105,VW,8539,0.0
138106,VW,18491,0.0
138107,VW,18061,0.0
138108,VW,18856,0.0
138109,VW,20521,0.0
138110,VW,18000,0.0
138111,VW,9434,0.0
138112,VW,18511,0.0
138113,VW,18013,0.0
138114,VW,20505,0.0
138115,VW,16477,0.0
138116,VW,13606,0.0
138117,VW,14372,0.0
138118,VW,9068,0.0
138119,VW,14708,0.0
138120,VW,19090,0.0
138121,VW,15129,0.0
138122,VW,8951,0.0
138123,VW,19187,0.0
138124,VW,13569,0.0
138125,VW,18384,0.0
138126,VW,14597,0.0
138127,VW,11865,0.0
138128,VW,15763,0.0
138129,VW,5023,0.0
138130,VW,12382,0.0
138131,VW,12828,0.0
138132,VW,18343,0.0
138133,VW,17970,0.0
138134,VW,13575,0.0
138135,VW,21119,0.0
138136,VW,18052,0.0
138137,VW,20072,0.0
138138,VW,12685,0.0
138139,VW,16333,0.0
138140,VW,21512,0.0
138141,VW,9184,0.0
138142,VW,19437,0.0
138143,VW,19847,0.0
138144,VW,17903,0.0
138145,VW,18779,0.0
138146,VW,17906,0.0
138147,VW,12183,0.0
138148,VW,15537,0.0
138149,VW,16102,0.0
138150,VW,19652,0.0
138151,VW,18085,0.0
138152,VW,9072,0.0
138153,VW,17887,0.0
138154,VW,12567,0.0
138155,VW,9374,0.0
138156,VW,15011,0.0
138157,VW,12939,0.0
138158,VW,12968,0.0
138159,VW,21515,0.0
138160,VW,14828,0.0
138161,VW,16564,0.0
138162,VW,21690,0.0
138163,VW,12327,0.0
138164,VW,18518,0.0
138165,VW,18571,0.0
138166,VW,18678,0.0
138167,VW,12138,0.0
138168,VW,18715,0.0
138169,VW,18499,0.0
138170,VW,17859,0.0
138171,VW,19979,0.0
138172,VW,20714,0.0
138173,VW,12204,0.0
138174,VW,18952,0.0
138175,VW,12060,0.0
138176,VW,8935,0.0
138177,VW,19174,0.0
138178,VW,19944,0.0
138179,VW,16554,0.0
138180,VW,19768,0.0
138181,VW,14260,0.0
138182,VW,12209,0.0
138183,VW,18277,0.0
138184,VW,20466,0.0
138185,VW,13099,0.0
138186,VW,21087,0.0
138187,VW,17817,0.0
138188,VW,15762,0.0
138189,VW,14166,0.0
138190,VW,18386,0.0
138191,VW,15393,0.0
138192,VW,1992,0.0
138193,VW,8810,0.0
138194,VW,12666,0.0
138195,VW,13465,0.0
138196,VW,19271,0.0
138197,VW,21613,0.0
138198,VW,14986,0.0
138199,VW,17866,0.0
138200,VW,16245,0.0
138201,VW,19168,0.0
138202,VW,19769,0.0
138203,VW,17907,0.0
138204,VW,13233,0.0
138205,VW,16677,0.0
138206,VW,8750,0.0
138207,VW,8500,0.0
138208,VW,18014,0.0
138209,VW,8467,0.0
138210,VW,8663,0.0
138211,VW,9251,0.0
138212,VW,16676,0.0
138213,VW,6501,0.0
138214,VW,17771,0.0
138215,VW,18718,0.0
138216,VW,12640,0.0
138217,VW,16638,0.0
138218,VW,15865,0.0
138219,VW,18714,0.0
138220,VW,17609,0.0
138221,VW,14642,0.0
138222,VW,18068,0.0
138223,VW,16086,0.0
138224,VW,16618,0.0
138225,VW,18284,0.0
138226,VW,16506,0.0
138227,VW,16580,0.0
138228,VW,21533,0.0
138229,VW,13314,0.0
138230,VW,20808,0.0
138231,VW,15559,0.0
138232,VW,18066,0.0
138233,VW,802,0.0
138234,VW,16563,0.0
138235,VW,19970,0.0
138236,VW,17272,0.0
138237,VW,12271,0.0
138238,VW,13371,0.0
138239,VW,13355,0.0
138240,VW,13015,0.0
138241,VW,12931,0.0
138242,VW,8584,0.0
138243,VW,9372,0.0
138244,VW,8610,0.0
138245,VW,15333,0.0
138246,VW,17974,0.0
138247,VW,21328,0.0
138248,VW,21011,0.0
138249,VW,17803,0.0
138250,VW,12843,0.0
138251,VW,16637,0.0
138252,VW,18327,0.0
138253,VW,8807,0.0
138254,VW,8484,0.0
138255,VW,21681,0.0
138256,VW,14406,0.0
138257,VW,19742,0.0
138258,VW,13080,0.0
138259,VW,12335,0.0
138260,VW,15980,0.0
138261,VW,18122,0.0
138262,VW,17839,0.0
138263,VW,18569,0.0
138264,VW,17005,0.0
138265,VW,13098,0.0
138266,VW,19930,0.0
138267,VW,14960,0.0
138268,VW,17802,0.0
138269,VW,14948,0.0
138270,VW,18641,0.0
138271,VW,17745,0.0
138272,VW,12609,0.0
138273,VW,19872,0.0
138274,VW,13097,0.0
138275,VW,15897,0.0
138276,VW,15793,0.0
138277,VW,11949,0.0
138278,VW,16328,0.0
138279,VW,12937,0.0
138280,VW,12739,0.0
138281,VW,15140,0.0
138282,VW,14525,0.0
138283,VW,12402,0.0
138284,VW,15751,0.0
138285,VW,13341,0.0
138286,VW,18594,0.0
138287,VW,15295,0.0
138288,VW,12206,0.0
138289,VW,19370,0.0
138290,VW,12731,0.0
138291,VW,18280,0.0
138292,VW,21150,0.0
138293,VW,19918,0.0
138294,VW,16918,0.0
138295,VW,14895,0.0
138296,VW,12029,0.0
138297,VW,20628,0.0
138298,VW,21329,0.0
138299,VW,18498,0.0
138300,VW,19478,0.0
138301,VW,20973,0.0
138302,VW,12233,0.0
138303,VW,4857,0.0
138304,VW,12961,0.0
138305,VW,12336,0.0
138306,VW,20764,0.0
138307,VW,2993,0.0
138308,VW,20534,0.0
138309,VW,17911,0.0
138310,VW,18929,0.0
138311,VW,13259,0.0
138312,VW,16084,0.0
138313,VW,8546,0.0
138314,VW,12652,0.0
138315,VW,18049,0.0
138316,VW,20511,0.0
138317,VW,21689,0.0
138318,VW,18757,0.0
138319,VW,12772,0.0
138320,VW,15301,0.0
138321,VW,21682,0.0
138322,VW,12674,0.0
138323,VW,8824,0.0
138324,VW,14131,0.0
138325,VW,19197,0.0
138326,VW,20528,0.0
138327,VW,1810,0.0
138328,VW,9276,0.0
138329,VW,12286,0.0
138330,VW,12076,0.0
138331,VW,20533,0.0
138332,VW,20670,0.0
138333,VW,8510,0.0
138334,VW,18588,0.0
138335,VW,12466,0.0
138336,VW,13421,0.0
138337,VW,9371,0.0
138338,VW,12291,0.0
138339,VW,12575,0.0
138340,VW,14978,0.0
138341,VW,3469,0.0
138342,VW,15952,0.0
138343,VW,16990,0.0
138344,VW,18285,0.0
138345,VW,8589,0.0
138346,VW,9061,0.0
138347,VW,8853,0.0
138348,VW,18710,0.0
138349,VW,12648,0.0
138350,VW,18679,0.0
138351,VW,19886,0.0
138352,VW,13461,0.0
138353,VW,17121,0.0
138354,VW,21536,0.0
138355,VW,18010,0.0
138356,VW,12352,0.0
138357,VW,19917,0.0
138358,VW,20336,0.0
138359,VW,18604,0.0
138360,VW,18758,0.0
138361,VW,12935,0.0
138362,VW,18497,0.0
138363,VW,14631,0.0
138364,VW,15327,0.0
138365,VW,12912,0.0
138366,VW,21591,0.0
138367,VW,18852,0.0
138368,VW,9364,0.0
138369,VW,12954,0.0
138370,VW,12505,0.0
138371,VW,18823,0.0
138372,VW,9122,0.0
138373,VW,14591,0.0
138374,VW,12085,0.0
138375,VW,11999,0.0
138376,VW,17712,0.0
138377,VW,12064,0.0
138378,VW,20156,0.0
138379,VW,18561,0.0
138380,VW,14867,0.0
138381,VW,18725,0.0
138382,VW,18647,0.0
138383,VW,16814,0.0
138384,VW,11855,0.0
138385,VW,13028,0.0
138386,VW,16386,0.0
138387,VW,8964,0.0
138388,VW,18565,0.0
138389,VW,14463,0.0
138390,VW,18814,0.0
138391,VW,15038,0.0
138392,VW,17838,0.0
138393,VW,18523,0.0
138394,VW,20024,0.0
138395,VW,20532,0.0
138396,VW,6946,0.0
138397,VW,17844,0.0
138398,VW,18605,0.0
138399,VW,14386,0.0
138400,VW,17677,0.0
138401,VW,18719,0.0
138402,VW,17917,0.0
138403,VW,8887,0.0
138404,VW,18723,0.0
138405,VW,21585,0.0
138406,VW,18673,0.0
138407,VW,18614,0.0
138408,VW,12232,0.0
138409,VW,16634,0.0
138410,VW,13068,0.0
138411,VW,11916,0.0
138412,VW,17968,0.0
138413,VW,13928,0.0
138414,VW,18283,0.0
138415,VW,18532,0.0
138416,VW,17804,0.0
138417,VW,18269,0.0
138418,VW,12740,0.0
138419,VW,14402,0.0
138420,VW,9354,0.0
138421,VW,19150,0.0
138422,VW,9250,0.0
138423,VW,14526,0.0
138424,VW,18116,0.0
138425,VW,13744,0.0
138426,VW,18505,0.0
138427,VW,13439,0.0
138428,VW,20531,0.0
138429,VW,20923,0.0
138430,VW,12683,0.0
138431,VW,20739,0.0
138432,VW,14651,0.0
138433,VW,6980,0.0
138434,VW,9445,0.0
138435,VW,19841,0.0
138436,VW,12453,0.0
138437,VW,9259,0.0
138438,VW,16916,0.0
138439,VW,18617,0.0
138440,VW,5452,0.0
138441,VW,16327,0.0
138442,VW,18799,0.0
138443,VW,3292,0.0
138444,VW,18589,0.0
138445,VW,16575,0.0
138446,VW,17913,0.0
138447,VW,15043,0.0
138448,VW,14196,0.0
138449,VW,12959,0.0
138450,VW,21686,0.0
138451,VW,9073,0.0
138452,VW,18056,0.0
138453,VW,15784,0.0
138454,VW,20,0.0
138455,VW,12416,0.0
138456,VW,15563,0.0
138457,VW,14722,0.0
138458,VW,9012,0.0
138459,VW,18622,0.0
138460,VW,16341,0.0
138461,VW,12602,0.0
138462,VW,18082,0.0
138463,VW,20674,0.0
138464,VW,20835,0.0
138465,VW,18644,0.0
138466,VW,18083,0.0
138467,VW,20760,0.0
138468,VW,12102,0.0
138469,VW,17731,0.0
138470,VW,20545,0.0
138471,VW,19395,0.0
138472,VW,20809,0.0
138473,VW,18514,0.0
138474,VW,20350,0.0
138475,VW,19642,0.0
138476,VW,13284,0.0
138477,VW,9134,0.0
138478,VW,18557,0.0
138479,VW,8823,0.0
138480,VW,12940,0.0
138481,VW,18354,0.0
138482,VW,19341,0.0
138483,VW,20673,0.0
138484,VW,9124,0.0
138485,VW,15862,0.0
138486,VW,20520,0.0
138487,VW,20565,0.0
138488,VW,17750,0.0
138489,VW,21514,0.0
138490,VW,17733,0.0
138491,WL,13782,0.0
138492,WL,16263,0.0
138493,WL,15716,0.0
138494,WL,13196,0.0
138495,WL,16214,0.0
138496,WL,13777,0.0
138497,WL,20783,0.0
138498,WL,20564,0.0
138499,WL,20092,0.0
138500,WL,20665,0.0
138501,WL,16025,0.0
138502,WL,12024,0.0
138503,WL,8636,0.0
138504,WL,13957,0.0
138505,WL,19241,0.0
138506,WL,12449,0.0
138507,WL,14319,0.0
138508,WL,13303,0.0
138509,WL,20926,0.0
138510,WL,18687,0.0
138511,WL,15269,0.0
138512,WL,20721,0.0
138513,WL,16777,0.0
138514,WL,12621,0.0
138515,WL,21708,0.0
138516,WL,20389,0.0
138517,WL,13695,0.0
138518,WL,16317,0.0
138519,WL,12550,0.0
138520,WL,15044,0.0
138521,WL,8734,0.0
138522,WL,16739,0.0
138523,WL,18474,0.0
138524,WL,16217,0.0
138525,WL,13758,0.0
138526,WL,16194,0.0
138527,WL,9111,0.0
138528,WL,18375,0.0
138529,WL,20021,0.0
138530,WL,17493,0.0
138531,WL,15648,0.0
138532,WL,15930,0.0
138533,WL,20411,0.0
138534,WL,16268,0.0
138535,WL,15685,0.0
138536,WL,21101,0.0
138537,WL,12610,0.0
138538,WL,15680,0.0
138539,WL,14036,0.0
138540,WL,13724,0.0
138541,WL,14492,0.0
138542,WL,15451,0.0
138543,WL,21065,0.0
138544,WL,15308,0.0
138545,WL,15683,0.0
138546,WL,16273,0.0
138547,WL,18429,0.0
138548,WL,15107,0.0
138549,WL,13975,0.0
138550,WL,20432,0.0
138551,WL,12591,0.0
138552,WL,16363,0.0
138553,WL,16740,0.0
138554,WL,21111,0.0
138555,WL,8767,0.0
138556,WL,12524,0.0
138557,WL,8475,0.0
138558,WL,16352,0.0
138559,WL,8648,0.0
138560,WL,15526,0.0
138561,WL,14505,0.0
138562,WL,16299,0.0
138563,WL,12450,0.0
138564,WL,20285,0.0
138565,WL,9397,0.0
138566,WL,15699,0.0
138567,WL,16131,0.0
138568,WL,8678,0.0
138569,WL,13531,0.0
138570,WL,14550,0.0
138571,WL,20483,0.0
138572,WL,15617,0.0
138573,WL,21276,0.0
138574,WL,16128,0.0
138575,WL,9076,0.0
138576,WL,20197,0.0
138577,WL,15636,0.0
138578,WL,16766,0.0
138579,WL,12766,0.0
138580,WL,16560,0.0
138581,WL,13133,0.0
138582,WL,9145,0.0
138583,WL,13137,0.0
138584,WL,9321,0.0
138585,WL,20397,0.0
138586,WL,8755,0.0
138587,WL,8616,0.0
138588,WL,9108,0.0
138589,WL,13825,0.0
138590,WL,16285,0.0
138591,WL,20574,0.0
138592,WL,13464,0.0
138593,WL,21033,0.0
138594,WL,14757,0.0
138595,WL,14188,0.0
138596,WL,9140,0.0
138597,WL,14112,0.0
138598,WL,13394,0.0
138599,WL,8765,0.0
138600,WL,13502,0.0
138601,WL,20039,0.0
138602,WL,13340,0.0
138603,WL,13967,0.0
138604,WL,12100,0.0
138605,WL,8520,0.0
138606,WL,14720,0.0
138607,WL,16632,0.0
138608,WL,13693,0.0
138609,WL,12563,0.0
138610,WL,15444,0.0
138611,WL,13760,0.0
138612,WL,13228,0.0
138613,WL,20453,0.0
138614,WL,14958,0.0
138615,WL,16425,0.0
138616,WL,13863,0.0
138617,WL,18117,0.0
138618,WL,15227,0.0
138619,WL,16783,0.0
138620,WL,12518,0.0
138621,WL,14864,0.0
138622,WL,15966,0.0
138623,WL,19877,0.0
138624,WL,14713,0.0
138625,WL,19977,0.0
138626,WL,13891,0.0
138627,WL,13619,0.0
138628,WL,13589,0.0
138629,WL,18521,0.0
138630,WL,20157,0.0
138631,WL,19207,0.0
138632,WL,9185,0.0
138633,WL,14435,0.0
138634,WL,9238,0.0
138635,WL,12528,0.0
138636,WL,13692,0.0
138637,WL,20293,0.0
138638,WL,13788,0.0
138639,WL,15432,0.0
138640,WL,19018,0.0
138641,WL,8592,0.0
138642,WL,15904,0.0
138643,WL,15223,0.0
138644,WL,19725,0.0
138645,WL,15686,0.0
138646,WL,14194,0.0
138647,WL,15382,0.0
138648,WL,13800,0.0
138649,WL,15536,0.0
138650,WL,20962,0.0
138651,WL,16193,0.0
138652,WL,13841,0.0
138653,WL,17221,0.0
138654,WL,15696,0.0
138655,WL,16013,0.0
138656,WL,21311,0.0
138657,WL,12881,0.0
138658,WL,16261,0.0
138659,WL,14484,0.0
138660,WL,14537,0.0
138661,WL,14829,0.0
138662,WL,12520,0.0
138663,WL,14749,0.0
138664,WL,16222,0.0
138665,WL,16758,0.0
138666,WL,15289,0.0
138667,WL,16237,0.0
138668,WL,19998,0.0
138669,WL,15224,0.0
138670,WL,12247,0.0
138671,WL,17322,0.0
138672,WL,4009,0.0
138673,WL,15706,0.0
138674,WL,14689,0.0
138675,WL,15928,0.0
138676,WL,13676,0.0
138677,WL,13473,0.0
138678,WL,20782,0.0
138679,WL,20306,0.0
138680,WL,20333,0.0
138681,WL,8740,0.0
138682,WL,20958,0.0
138683,WL,16206,0.0
138684,WL,9147,0.0
138685,WL,14839,0.0
138686,WL,14790,0.0
138687,WL,9166,0.0
138688,WL,11961,0.0
138689,WL,14744,0.0
138690,WL,20367,0.0
138691,WL,14607,0.0
138692,WL,8708,0.0
138693,WL,13544,0.0
138694,WL,13878,0.0
138695,WL,16314,0.0
138696,WL,8522,0.0
138697,WL,14389,0.0
138698,WL,14843,0.0
138699,WL,15162,0.0
138700,WL,14453,0.0
138701,WL,8639,0.0
138702,WL,12155,0.0
138703,WL,13751,0.0
138704,WL,12863,0.0
138705,WL,12072,0.0
138706,WL,8649,0.0
138707,WL,16539,0.0
138708,WL,13521,0.0
138709,WL,18967,0.0
138710,WL,15522,0.0
138711,WL,20310,0.0
138712,WL,16008,0.0
138713,WL,13899,0.0
138714,WL,15192,0.0
138715,WL,19386,0.0
138716,WL,16143,0.0
138717,WL,15168,0.0
138718,WL,16229,0.0
138719,WL,14029,0.0
138720,WL,16427,0.0
138721,WL,13694,0.0
138722,WL,14557,0.0
138723,WL,17918,0.0
138724,WL,16311,0.0
138725,WL,14612,0.0
138726,WL,16197,0.0
138727,WL,15279,0.0
138728,WL,13935,0.0
138729,WL,14753,0.0
138730,WL,14336,0.0
138731,WL,16142,0.0
138732,WL,20602,0.0
138733,WL,20949,0.0
138734,WL,18629,0.0
138735,WL,8706,0.0
138736,WL,12140,0.0
138737,WL,15615,0.0
138738,WL,14739,0.0
138739,WL,15242,0.0
138740,WL,9340,0.0
138741,WL,16312,0.0
138742,WL,8508,0.0
138743,WL,15659,0.0
138744,WL,15409,0.0
138745,WL,8676,0.0
138746,WL,13874,0.0
138747,WL,8818,0.0
138748,WL,13318,0.0
138749,WL,20321,0.0
138750,WL,16305,0.0
138751,WL,13505,0.0
138752,WL,18735,0.0
138753,WL,15176,0.0
138754,WL,13802,0.0
138755,WL,21615,0.0
138756,WL,16303,0.0
138757,WL,16371,0.0
138758,WL,16734,0.0
138759,WL,18984,0.0
138760,WL,12366,0.0
138761,WL,19139,0.0
138762,WL,15956,0.0
138763,WL,8701,0.0
138764,WL,20119,0.0
138765,WL,15407,0.0
138766,WL,18257,0.0
138767,WL,8548,0.0
138768,WL,20558,0.0
138769,WL,13980,0.0
138770,WL,21605,0.0
138771,WL,15094,0.0
138772,WL,15737,0.0
138773,WL,19992,0.0
138774,WL,19454,0.0
138775,WL,18391,0.0
138776,WL,8705,0.0
138777,WL,13442,0.0
138778,WL,15638,0.0
138779,WL,18951,0.0
138780,WL,8712,0.0
138781,WL,7363,0.0
138782,WL,20315,0.0
138783,WL,12154,0.0
138784,WL,12156,0.0
138785,WL,16375,0.0
138786,WL,16297,0.0
138787,WL,8731,0.0
138788,WL,18619,0.0
138789,WL,20853,0.0
138790,WL,483,0.0
138791,WL,18548,0.0
138792,WL,16648,0.0
138793,WL,11964,0.0
138794,WL,12021,0.0
138795,WL,14210,0.0
138796,WL,20549,0.0
138797,WL,15506,0.0
138798,WL,13395,0.0
138799,WL,14703,0.0
138800,WL,14076,0.0
138801,WL,14069,0.0
138802,WL,13138,0.0
138803,WL,12051,0.0
138804,WL,15994,0.0
138805,WL,15466,0.0
138806,WL,15296,0.0
138807,WL,20955,0.0
138808,WL,13453,0.0
138809,WL,20594,0.0
138810,WL,15085,0.0
138811,WL,16805,0.0
138812,WL,14490,0.0
138813,WL,13962,0.0
138814,WL,14208,0.0
138815,WL,15675,0.0
138816,WL,13895,0.0
138817,WL,21268,0.0
138818,WL,20948,0.0
138819,WL,20940,0.0
138820,WL,13514,0.0
138821,WL,19470,0.0
138822,WL,21671,0.0
138823,WL,16269,0.0
138824,WL,14728,0.0
138825,WL,20589,0.0
138826,WL,15316,0.0
138827,WL,13859,0.0
138828,WL,16480,0.0
138829,WL,8642,0.0
138830,WL,15619,0.0
138831,WL,20025,0.0
138832,WL,19077,0.0
138833,WL,19661,0.0
138834,WL,15311,0.0
138835,WL,18848,0.0
138836,WL,16012,0.0
138837,WL,12237,0.0
138838,WL,12598,0.0
138839,WL,20551,0.0
138840,WL,8744,0.0
138841,WL,16781,0.0
138842,WL,16251,0.0
138843,WL,18825,0.0
138844,WL,13139,0.0
138845,WL,19366,0.0
138846,WL,16199,0.0
138847,WL,13757,0.0
138848,WL,13763,0.0
138849,WL,9033,0.0
138850,WL,18934,0.0
138851,WL,19585,0.0
138852,WL,16272,0.0
138853,WL,19971,0.0
138854,WL,20961,0.0
138855,WL,16257,0.0
138856,WL,14892,0.0
138857,WL,14838,0.0
138858,WL,15430,0.0
138859,WL,8619,0.0
138860,WL,13602,0.0
138861,WL,19880,0.0
138862,WL,19420,0.0
138863,WL,13540,0.0
138864,WL,17302,0.0
138865,WL,20452,0.0
138866,WL,9109,0.0
138867,WL,12152,0.0
138868,WL,13192,0.0
138869,WL,14249,0.0
138870,WL,9383,0.0
138871,WL,13839,0.0
138872,WL,16387,0.0
138873,WL,14327,0.0
138874,WL,18190,0.0
138875,WL,8774,0.0
138876,WL,18446,0.0
138877,WL,12311,0.0
138878,WL,13292,0.0
138879,WL,15187,0.0
138880,WL,15974,0.0
138881,WL,15553,0.0
138882,WL,12390,0.0
138883,WL,9351,0.0
138884,WL,13737,0.0
138885,WL,19491,0.0
138886,WL,13811,0.0
138887,WL,12527,0.0
138888,WL,14144,0.0
138889,WL,18959,0.0
138890,WL,15228,0.0
138891,WL,13200,0.0
138892,WL,14041,0.0
138893,WL,20358,0.0
138894,WL,16265,0.0
138895,WL,14772,0.0
138896,WL,16578,0.0
138897,WL,19547,0.0
138898,WL,16324,0.0
138899,WL,20277,0.0
138900,WL,15995,0.0
138901,WL,9261,0.0
138902,WL,21015,0.0
138903,WL,19728,0.0
138904,WL,8635,0.0
138905,WL,13173,0.0
138906,WL,9296,0.0
138907,WL,9136,0.0
138908,WL,13553,0.0
138909,WL,20127,0.0
138910,WL,18982,0.0
138911,WL,12522,0.0
138912,WL,20396,0.0
138913,WL,14145,0.0
138914,WL,16014,0.0
138915,WL,14078,0.0
138916,WL,9300,0.0
138917,WL,21072,0.0
138918,WL,13574,0.0
138919,WL,13687,0.0
138920,WL,20925,0.0
138921,WL,21569,0.0
138922,WL,16790,0.0
138923,WL,14869,0.0
138924,WL,17280,0.0
138925,WL,14197,0.0
138926,WL,16281,0.0
138927,WL,21611,0.0
138928,WL,20415,0.0
138929,WL,16233,0.0
138930,WL,14482,0.0
138931,WL,14766,0.0
138932,WL,9196,0.0
138933,WL,16751,0.0
138934,WL,13688,0.0
138935,WL,16744,0.0
138936,WL,19417,0.0
138937,WL,19313,0.0
138938,WL,12974,0.0
138939,WL,17992,0.0
138940,WL,15238,0.0
138941,WL,14047,0.0
138942,WL,13330,0.0
138943,WL,20969,0.0
138944,WL,8754,0.0
138945,WL,20080,0.0
138946,WL,15283,0.0
138947,WL,16190,0.0
138948,WL,16244,0.0
138949,WL,19838,0.0
138950,WL,16478,0.0
138951,WL,16789,0.0
138952,WL,14629,0.0
138953,WL,16016,0.0
138954,WL,15704,0.0
138955,WL,15464,0.0
138956,WL,14988,0.0
138957,WL,18421,0.0
138958,WL,8631,0.0
138959,WL,13338,0.0
138960,WL,16434,0.0
138961,WL,15605,0.0
138962,WL,16561,0.0
138963,WL,12331,0.0
138964,WL,15514,0.0
138965,WL,13285,0.0
138966,WL,14688,0.0
138967,WL,18784,0.0
138968,WL,19776,0.0
138969,WL,14290,0.0
138970,WL,20416,0.0
138971,WL,12240,0.0
138972,WL,12055,0.0
138973,WL,18933,0.0
138974,WL,19236,0.0
138975,WL,14371,0.0
138976,WL,14061,0.0
138977,WL,15550,0.0
138978,WL,9120,0.0
138979,WL,19227,0.0
138980,WL,18437,0.0
138981,WL,12031,0.0
138982,WL,18803,0.0
138983,WL,15161,0.0
138984,WL,18927,0.0
138985,WL,16359,0.0
138986,WL,20702,0.0
138987,WL,13264,0.0
138988,WL,15074,0.0
138989,WL,18547,0.0
138990,WL,13708,0.0
138991,WL,12022,0.0
138992,WL,15846,0.0
138993,WL,12822,0.0
138994,WL,19414,0.0
138995,WL,20123,0.0
138996,WL,8748,0.0
138997,WL,15968,0.0
138998,WL,15255,0.0
138999,WL,19692,0.0
139000,WL,15767,0.0
139001,WL,19760,0.0
139002,WL,19791,0.0
139003,WL,19660,0.0
139004,WL,20931,0.0
139005,WL,20424,0.0
139006,WL,12165,0.0
139007,WL,12517,0.0
139008,WL,13577,0.0
139009,WL,9160,0.0
139010,WL,9387,0.0
139011,WL,14561,0.0
139012,WL,20383,0.0
139013,WL,19082,0.0
139014,WL,12235,0.0
139015,WL,19523,0.0
139016,WL,8491,0.0
139017,WL,12542,0.0
139018,WL,12571,0.0
139019,WL,14104,0.0
139020,WL,12267,0.0
139021,WL,18782,0.0
139022,WL,13785,0.0
139023,WL,14442,0.0
139024,WL,20016,0.0
139025,WL,13182,0.0
139026,WL,20082,0.0
139027,WL,20557,0.0
139028,WL,13795,0.0
139029,WL,16210,0.0
139030,WL,19700,0.0
139031,WL,14809,0.0
139032,WL,19024,0.0
139033,WL,20691,0.0
139034,WL,19638,0.0
139035,WL,19866,0.0
139036,WL,16737,0.0
139037,WL,1870,0.0
139038,WL,12242,0.0
139039,WL,12811,0.0
139040,WL,12162,0.0
139041,WL,20716,0.0
139042,WL,14546,0.0
139043,WL,16760,0.0
139044,WL,15556,0.0
139045,WL,17994,0.0
139046,WL,15312,0.0
139047,WL,16543,0.0
139048,WL,13480,0.0
139049,WL,20146,0.0
139050,WL,9336,0.0
139051,WL,19588,0.0
139052,WL,19623,0.0
139053,WL,13123,0.0
139054,WL,13738,0.0
139055,WL,16247,0.0
139056,WL,12586,0.0
139057,WL,20586,0.0
139058,WL,12241,0.0
139059,WL,15812,0.0
139060,WL,16174,0.0
139061,WL,14820,0.0
139062,WL,19654,0.0
139063,WL,17883,0.0
139064,WL,12850,0.0
139065,WL,13122,0.0
139066,WL,14086,0.0
139067,WL,14035,0.0
139068,WL,20189,0.0
139069,WL,16259,0.0
139070,WL,15501,0.0
139071,WL,9287,0.0
139072,WL,14374,0.0
139073,WL,9335,0.0
139074,WL,16262,0.0
139075,WL,18983,0.0
139076,WL,8605,0.0
139077,WL,16724,0.0
139078,WL,13085,0.0
139079,WL,9077,0.0
139080,WL,12516,0.0
139081,WL,14977,0.0
139082,WL,12321,0.0
139083,WL,20449,0.0
139084,WL,9344,0.0
139085,WL,20655,0.0
139086,WL,13938,0.0
139087,WL,14411,0.0
139088,WL,13150,0.0
139089,WL,16104,0.0
139090,WL,12149,0.0
139091,WL,14213,0.0
139092,WL,15618,0.0
139093,WL,15499,0.0
139094,WL,12590,0.0
139095,WL,14011,0.0
139096,WL,13183,0.0
139097,WL,12236,0.0
139098,WL,15457,0.0
139099,WL,8627,0.0
